time,price,magnetisation,return
485,0.960791,-0.070400,-2.032976
486,0.962329,-0.068800,0.578574
487,0.965414,-0.065600,1.158920
488,0.960791,-0.070400,-1.742804
489,0.960791,-0.070400,-0.001770
490,0.963870,-0.067200,1.158920
491,0.962329,-0.068800,-0.582117
492,0.968508,-0.062400,2.319611
493,0.966186,-0.064800,-0.872289
494,0.964642,-0.066400,-0.582114
495,0.967733,-0.063200,1.158920
496,0.968508,-0.062400,0.288402
497,0.970059,-0.060800,0.578574
498,0.969283,-0.061600,-0.291942
499,0.972390,-0.058400,1.158919
500,0.976287,-0.054400,1.449092
501,0.971612,-0.059200,-1.742804
502,0.969283,-0.061600,-0.872287
503,0.959255,-0.072000,-3.774011
504,0.960791,-0.070400,0.578574
505,0.962329,-0.068800,0.578574
506,0.966960,-0.064000,1.739264
507,0.973947,-0.056800,2.609783
508,0.975506,-0.055200,0.578575
509,0.977850,-0.052800,0.868747
510,0.976287,-0.054400,-0.582115
511,0.975506,-0.055200,-0.291942
512,0.977850,-0.052800,0.868747
513,0.980200,-0.050400,0.868747
514,0.979416,-0.051200,-0.291942
515,0.981770,-0.048800,0.868747
516,0.977850,-0.052800,-1.452633
517,0.980200,-0.050400,0.868747
518,0.980200,-0.050400,-0.001770
519,0.976287,-0.054400,-1.452633
520,0.976287,-0.054400,-0.001770
521,0.977850,-0.052800,0.578575
522,0.975506,-0.055200,-0.872287
523,0.973947,-0.056800,-0.582115
524,0.972390,-0.058400,-0.582115
525,0.975506,-0.055200,1.158920
526,0.978633,-0.052000,1.158919
527,0.975506,-0.055200,-1.162459
528,0.978633,-0.052000,1.158919
529,0.977068,-0.053600,-0.582114
530,0.978633,-0.052000,0.578574
531,0.977068,-0.053600,-0.582114
532,0.977068,-0.053600,-0.001770
533,0.976287,-0.054400,-0.291943
534,0.974726,-0.056000,-0.582115
535,0.974726,-0.056000,-0.001770
536,0.981770,-0.048800,2.609783
537,0.980984,-0.049600,-0.291943
538,0.977850,-0.052800,-1.162459
539,0.978633,-0.052000,0.288402
540,0.979416,-0.051200,0.288403
541,0.980200,-0.050400,0.288402
542,0.979416,-0.051200,-0.291942
543,0.981770,-0.048800,0.868747
544,0.987283,-0.043200,2.029436
545,0.988864,-0.041600,0.578575
546,0.991240,-0.039200,0.868747
547,0.992033,-0.038400,0.288402
548,0.992033,-0.038400,-0.001770
549,0.988073,-0.042400,-1.452631
550,0.984916,-0.045600,-1.162460
551,0.983342,-0.047200,-0.582115
552,0.988073,-0.042400,1.739266
553,0.984916,-0.045600,-1.162460
554,0.985704,-0.044800,0.288403
555,0.987283,-0.043200,0.578574
556,0.984916,-0.045600,-0.872287
557,0.985704,-0.044800,0.288403
558,0.990447,-0.040000,1.739264
559,0.992827,-0.037600,0.868747
560,0.990447,-0.040000,-0.872287
561,0.989655,-0.040800,-0.291943
562,0.985704,-0.044800,-1.452631
563,0.985704,-0.044800,-0.001770
564,0.982555,-0.048000,-1.162460
565,0.980984,-0.049600,-0.582115
566,0.983342,-0.047200,0.868747
567,0.985704,-0.044800,0.868748
568,0.986493,-0.044000,0.288402
569,0.984916,-0.045600,-0.582115
570,0.984129,-0.046400,-0.291942
571,0.984129,-0.046400,-0.001770
572,0.980200,-0.050400,-1.452633
573,0.984129,-0.046400,1.449092
574,0.986493,-0.044000,0.868747
575,0.985704,-0.044800,-0.291942
576,0.986493,-0.044000,0.288402
577,0.988073,-0.042400,0.578575
578,0.980984,-0.049600,-2.613323
579,0.981770,-0.048800,0.288403
580,0.986493,-0.044000,1.739264
581,0.991240,-0.039200,1.739264
582,0.988864,-0.041600,-0.872287
583,0.990447,-0.040000,0.578575
584,0.989655,-0.040800,-0.291943
585,0.991240,-0.039200,0.578575
586,0.992033,-0.038400,0.288402
587,0.992827,-0.037600,0.288403
588,0.990447,-0.040000,-0.872287
589,0.991240,-0.039200,0.288402
590,0.991240,-0.039200,-0.001770
591,0.992827,-0.037600,0.578575
592,0.992827,-0.037600,-0.001770
593,0.995213,-0.035200,0.868747
594,0.993622,-0.036800,-0.582115
595,0.992827,-0.037600,-0.291942
596,0.996009,-0.034400,1.158919
597,0.997604,-0.032800,0.578575
598,0.999202,-0.031200,0.578575
599,0.998403,-0.032000,-0.291943
600,1.001603,-0.028800,1.158920
601,1.000001,-0.030400,-0.582115
602,0.999202,-0.031200,-0.291942
603,1.001603,-0.028800,0.868747
604,0.998403,-0.032000,-1.162460
605,0.996806,-0.033600,-0.582114
606,0.998403,-0.032000,0.578574
607,1.002404,-0.028000,1.449092
608,1.001603,-0.028800,-0.291942
609,1.000802,-0.029600,-0.291943
610,1.000802,-0.029600,-0.001770
611,0.999202,-0.031200,-0.582115
612,0.999202,-0.031200,-0.001770
613,1.001603,-0.028800,0.868747
614,1.001603,-0.028800,-0.001770
615,1.003206,-0.027200,0.578574
616,1.000001,-0.030400,-1.162460
617,0.998402,-0.032000,-0.582115
618,0.997604,-0.032800,-0.291942
619,0.997604,-0.032800,-0.001770
620,1.001603,-0.028800,1.449092
621,1.003206,-0.027200,0.578574
622,1.001603,-0.028800,-0.582115
623,1.004813,-0.025600,1.158920
624,1.003206,-0.027200,-0.582115
625,1.001603,-0.028800,-0.582115
626,1.004009,-0.026400,0.868747
627,1.003206,-0.027200,-0.291943
628,1.001603,-0.028800,-0.582115
629,1.000802,-0.029600,-0.291943
630,1.002404,-0.028000,0.578574
631,1.002404,-0.028000,-0.001770
632,1.002404,-0.028000,-0.001770
633,1.000802,-0.029600,-0.582115
634,1.003206,-0.027200,0.868747
635,1.004813,-0.025600,0.578575
636,1.002404,-0.028000,-0.872288
637,1.002404,-0.028000,-0.001770
638,1.000802,-0.029600,-0.582115
639,1.001603,-0.028800,0.288403
640,1.000001,-0.030400,-0.582115
641,1.000802,-0.029600,0.288403
642,1.000001,-0.030400,-0.291943
643,0.998403,-0.032000,-0.582115
644,0.996009,-0.034400,-0.872287
645,0.992827,-0.037600,-1.162459
