time,price,magnetisation,return
700,1.061837,0.008800,0.349457
701,1.063537,0.010400,0.699721
702,1.061837,0.008800,-0.701332
703,1.061837,0.008800,-0.000806
704,1.062686,0.009600,0.349458
705,1.060987,0.008000,-0.701332
706,1.059291,0.006400,-0.701332
707,1.057598,0.004800,-0.701332
708,1.056752,0.004000,-0.351069
709,1.058444,0.005600,0.699721
710,1.061837,0.008800,1.400247
711,1.061837,0.008800,-0.000806
712,1.060987,0.008000,-0.351069
713,1.060987,0.008000,-0.000806
714,1.060987,0.008000,-0.000806
715,1.060987,0.008000,-0.000806
716,1.061837,0.008800,0.349457
717,1.063537,0.010400,0.699721
718,1.064388,0.011200,0.349457
719,1.065240,0.012000,0.349458
720,1.065240,0.012000,-0.000806
721,1.066092,0.012800,0.349457
722,1.066092,0.012800,-0.000806
723,1.066946,0.013600,0.349458
724,1.066092,0.012800,-0.351069
725,1.065240,0.012000,-0.351069
726,1.064388,0.011200,-0.351069
727,1.065240,0.012000,0.349458
728,1.064388,0.011200,-0.351069
729,1.066092,0.012800,0.699721
730,1.066946,0.013600,0.349458
731,1.065240,0.012000,-0.701332
732,1.066092,0.012800,0.349457
733,1.069509,0.016000,1.400247
734,1.070365,0.016800,0.349457
735,1.069509,0.016000,-0.351068
736,1.069509,0.016000,-0.000806
737,1.070365,0.016800,0.349457
738,1.069509,0.016000,-0.351068
739,1.069509,0.016000,-0.000806
740,1.071222,0.017600,0.699720
741,1.071222,0.017600,-0.000806
742,1.071222,0.017600,-0.000806
743,1.070365,0.016800,-0.351069
744,1.070365,0.016800,-0.000806
745,1.071222,0.017600,0.349458
746,1.071222,0.017600,-0.000806
747,1.072079,0.018400,0.349458
748,1.072937,0.019200,0.349458
749,1.072937,0.019200,-0.000806
750,1.072937,0.019200,-0.000806
751,1.072079,0.018400,-0.351069
752,1.072937,0.019200,0.349458
753,1.071222,0.017600,-0.701332
754,1.070365,0.016800,-0.351069
755,1.069509,0.016000,-0.351068
756,1.072079,0.018400,1.049984
757,1.072079,0.018400,-0.000806
758,1.073796,0.020000,0.699720
759,1.073796,0.020000,-0.000806
760,1.073796,0.020000,-0.000806
761,1.075516,0.021600,0.699721
762,1.076376,0.022400,0.349457
763,1.072937,0.019200,-1.401857
764,1.072079,0.018400,-0.351069
765,1.074656,0.020800,1.049984
766,1.072937,0.019200,-0.701331
767,1.073796,0.020000,0.349457
768,1.074656,0.020800,0.349458
769,1.075516,0.021600,0.349458
770,1.075516,0.021600,-0.000806
771,1.081555,0.027200,2.451036
772,1.081555,0.027200,-0.000806
773,1.082421,0.028000,0.349458
774,1.081555,0.027200,-0.351069
775,1.082421,0.028000,0.349458
776,1.080691,0.026400,-0.701332
777,1.080691,0.026400,-0.000806
778,1.082421,0.028000,0.699721
779,1.081555,0.027200,-0.351069
780,1.081555,0.027200,-0.000806
781,1.078100,0.024000,-1.401858
782,1.077238,0.023200,-0.351069
783,1.077238,0.023200,-0.000806
